city,state_name,county_name,lattitude,longitude,id
Crosby,North Dakota,Divide,48.9162,-103.2966,1840000034
Carrizo Hill,Texas,Dimmit,28.5032,-99.8294,1840037036
Glen Ellen,California,Sonoma,38.3564,-122.5412,1840017576
Mi-Wuk Village,California,Tuolumne,38.057,-120.1793,1840018879
Anton,Texas,Hockley,33.8113,-102.1622,1840019338
Mantua,Utah,Box Elder,41.5006,-111.9344,1840022381
Glasgow,Missouri,Howard,39.2278,-92.8393,1840008519
Natalia,Texas,Medina,29.1876,-98.8524,1840020964
Gosport,Indiana,Owen,39.3507,-86.6665,1840010654
Altamont,Kansas,Labette,37.1875,-95.2898,1840007625
South Waverly,Pennsylvania,Bradford,41.9955,-76.5442,1840000518
Beach Haven,New Jersey,Ocean,39.566,-74.2492,1840001482
Lamar,South Carolina,Darlington,34.1695,-80.0649,1840016631
Seven Mile,Arizona,Navajo,33.7883,-109.9576,1840027934
New Hartford Center,Connecticut,Litchfield,41.8802,-72.9753,1840073298
Glencoe,Florida,Volusia,29.0005,-80.9604,1840014041
Fincastle,Tennessee,Campbell,36.4038,-84.048,1840025757
Coosada,Alabama,Elmore,32.4984,-86.3279,1840016963
Dauphin,Pennsylvania,Dauphin,40.3683,-76.9296,1840001284
Acalanes Ridge,California,Contra Costa,37.9046,-122.0786,1840075577
Pasadena Hills,Missouri,St. Louis,38.7083,-90.2921,1840009746
El Macero,California,Yolo,38.544,-121.6852,1840129670
Earlington,Kentucky,Hopkins,37.2754,-87.5066,1840013237
Morse,Louisiana,Acadia,30.1221,-92.4985,1840018242
Clarkton,Missouri,Dunklin,36.4521,-89.968,1840007662
Penryn,California,Placer,38.8482,-121.1698,1840026667
Lockport Heights,Illinois,Will,41.6215,-88.0224,1840150429
Pamplico,South Carolina,Florence,33.9957,-79.5698,1840016708
Blowing Rock,North Carolina,Watauga,36.1298,-81.6706,1840015309
Orangeville,Utah,Emery,39.2309,-111.0592,1840020218
Tuntutuliak,Alaska,Bethel,60.3843,-162.6838,1840023349
Rossville,Illinois,Vermilion,40.3814,-87.6699,1840012184
Asotin,Washington,Asotin,46.3366,-117.0414,1840018500
Riddle,Oregon,Douglas,42.9542,-123.3644,1840020033
Clinton,Pennsylvania,Allegheny,40.4923,-80.297,1840026472
Brunswick,North Carolina,Columbus,34.2877,-78.7085,1840015569
Norlina,North Carolina,Warren,36.4451,-78.1952,1840016038
Clarence,Iowa,Cedar,41.8858,-91.0581,1840007047
Broxton,Georgia,Coffee,31.6248,-82.8877,1840013858
West Point,Kentucky,Hardin,37.9851,-85.9556,1840015219
Moreauville,Louisiana,Avoyelles,31.0342,-91.9818,1840018190
Stiles,Pennsylvania,Lehigh,40.6666,-75.5072,1840035209
Animas,Puerto Rico,Arecibo,18.4457,-66.6364,1630035611
Muniz,Texas,Hidalgo,26.2578,-98.0897,1840037065
Mooreland,Oklahoma,Woodward,36.4377,-99.2048,1840022645
Spring City,Utah,Sanpete,39.4799,-111.4918,1840021436
Lakeview,Michigan,Montcalm,43.4434,-85.2738,1840010990
Hildale,Utah,Washington,37.017,-112.9787,1840020315
Hebron Estates,Kentucky,Bullitt,38.0501,-85.6682,1840014324
Browns Point,Washington,Pierce,47.3036,-122.4369,1840037624
Bass Lake,Indiana,Starke,41.2304,-86.5845,1840004910
Coker,Alabama,Tuscaloosa,33.2446,-87.68,1840016841
Agency Village,South Dakota,Roberts,45.5796,-97.0782,1840040539
Tresckow,Pennsylvania,Carbon,40.916,-75.9656,1840005187
West Wood,Utah,Carbon,39.6051,-110.8424,1840041676
Ellendale,North Dakota,Dickey,46.0043,-98.5254,1840000251
Riverside,Iowa,Washington,41.4893,-91.5567,1840009280
Mount Vernon,Maryland,Somerset,38.2447,-75.7828,1840006277
Ninnekah,Oklahoma,Grady,34.964,-97.9447,1840022777
Bayshore,Oregon,Lincoln,44.4419,-124.0754,1840146537
Hilbert,Wisconsin,Calumet,44.1415,-88.1611,1840002249
East Brady,Pennsylvania,Clarion,40.9836,-79.6131,1840000740
Ivyland,Pennsylvania,Bucks,40.2083,-75.0733,1840001323
South Fallsburg,New York,Sullivan,41.704,-74.6331,1840004788
Dubach,Louisiana,Lincoln,32.702,-92.6575,1840016967
Saegertown,Pennsylvania,Crawford,41.7165,-80.1364,1840000559
La Parguera,Puerto Rico,Lajas,17.9748,-67.0458,1630035495
New Franklin,Missouri,Howard,39.0175,-92.7406,1840008520
Alderson,West Virginia,Greenbrier,37.7277,-80.6436,1840006288
Archer,Florida,Alachua,29.54,-82.5186,1840014021
Park City,Montana,Stillwater,45.631,-108.9253,1840018514
Alakanuk,Alaska,Kusilvak,62.6902,-164.6305,1840023321
Elmo,Texas,Kaufman,32.7315,-96.1589,1840025893
Burwell,Nebraska,Garfield,41.7801,-99.1342,1840007037
Pembroke,Virginia,Giles,37.3219,-80.6365,1840006434
Fredericksburg,Iowa,Chickasaw,42.9648,-92.1965,1840007996
Seco Mines,Texas,Maverick,28.7467,-100.5027,1840026049
Brookneal,Virginia,Campbell,37.0532,-78.9485,1840006439
Knox,Pennsylvania,Clarion,41.2346,-79.536,1840003458
Lake Camelot,Wisconsin,Adams,44.2147,-89.7624,1840042464
Millersport,Ohio,Fairfield,39.898,-82.5387,1840012472
McLouth,Kansas,Jefferson,39.1961,-95.2083,1840008504
Claypool,Arizona,Gila,33.4061,-110.8422,1840017944
Teviston,California,Tulare,35.9289,-119.2783,1840042314
Wallace,Idaho,Shoshone,47.4736,-115.9227,1840021090
Punaluu,Hawaii,Honolulu,21.581,-157.8901,1840137106
Wickes,Arkansas,Polk,34.2988,-94.3331,1840016609
Apple Valley,Utah,Washington,37.081,-113.1034,1840021562
Las Quintas Fronterizas,Texas,Maverick,28.6897,-100.4679,1840037135
Keys,Oklahoma,Cherokee,35.8022,-94.9606,1840034457
Louise,Texas,Wharton,29.1118,-96.4123,1840018270
Cambria,Illinois,Williamson,37.7793,-89.1189,1840010853
Parker City,Indiana,Randolph,40.1898,-85.2037,1840009451
La Conner,Washington,Skagit,48.3926,-122.4945,1840021068
Montgomery,Indiana,Daviess,38.6655,-87.0493,1840009737
McConnellsburg,Pennsylvania,Fulton,39.932,-77.9958,1840001498
Edwards,Mississippi,Hinds,32.3326,-90.6055,1840016991
Pleasant Hill,Texas,Polk,31.0033,-94.7936,1840025987
Magnolia,North Carolina,Duplin,34.896,-78.0541,1840016467
New Knoxville,Ohio,Auglaize,40.4947,-84.3151,1840012072
Janesville,Iowa,Bremer,42.6462,-92.4626,1840008041
Scobey,Montana,Daniels,48.7904,-105.4206,1840021055
Ellport,Pennsylvania,Lawrence,40.8619,-80.2625,1840003569
Port Republic,New Jersey,Atlantic,39.5328,-74.4852,1840001536
Indian Lake,Missouri,Crawford,38.0935,-91.4529,1840151929
Las Ochenta,Puerto Rico,Salinas,17.9847,-66.3174,1630023629
Danvers,Illinois,McLean,40.53,-89.1751,1840011977
Luxora,Arkansas,Mississippi,35.7575,-89.9298,1840015362
Solomon,Kansas,Dickinson,38.9215,-97.3692,1840009704
Poseyville,Indiana,Posey,38.1697,-87.7834,1840010822
Percy,Illinois,Randolph,38.0153,-89.6188,1840012939
Maypearl,Texas,Ellis,32.3141,-97.0051,1840020756
Macon,Illinois,Macon,39.7117,-88.9965,1840009485
Washington,Kansas,Washington,39.816,-97.0487,1840000724
River Road,Washington,Clallam,48.0677,-123.1276,1840037861
Marion,Wisconsin,Waupaca,44.6743,-88.8903,1840002360
North Enid,Oklahoma,Garfield,36.4458,-97.8634,1840022657
Pomona,Kansas,Franklin,38.6108,-95.4529,1840009637
Speers,Pennsylvania,Washington,40.1222,-79.8799,1840003665
Cattaraugus,New York,Cattaraugus,42.33,-78.8671,1840004598
South Henderson,North Carolina,Vance,36.3033,-78.406,1840013308
Franklin,Georgia,Heard,33.2797,-85.0985,1840013769
North Bend,Ohio,Hamilton,39.1505,-84.7405,1840012702
Clayton,Indiana,Hendricks,39.6892,-86.5234,1840009537
Weeping Water,Nebraska,Cass,40.8691,-96.1399,1840010325
Dane,Wisconsin,Dane,43.2497,-89.4993,1840002912
Topeka,Indiana,LaGrange,41.5394,-85.5475,1840010208
Sprague,West Virginia,Raleigh,37.7938,-81.1822,1840123189
Maywood Park,Oregon,Multnomah,45.5524,-122.5617,1840019940
Mentone,Indiana,Kosciusko,41.174,-86.0382,1840009306
Adair Village,Oregon,Benton,44.6706,-123.216,1840018610
Van Vleck,Texas,Matagorda,29.0278,-95.88,1840019681
Victoria,Kansas,Ellis,38.8538,-99.1473,1840010702
White Haven,Pennsylvania,Luzerne,41.0566,-75.7802,1840000776
McCullom Lake,Illinois,McHenry,42.368,-88.2965,1840011140
Gueydan,Louisiana,Vermilion,30.0291,-92.5071,1840017212
Kraemer,Louisiana,Lafourche,29.8606,-90.6337,1840025136
Roland,Arkansas,Pulaski,34.9005,-92.5186,1840022810
English,Indiana,Crawford,38.3408,-86.4592,1840010810
Minor,Alabama,Jefferson,33.539,-86.9401,1840013726
Lewisburg,Kentucky,Logan,36.9872,-86.9502,1840014402
Mathews,Virginia,Mathews,37.4365,-76.3245,1840026849
Embreeville,Tennessee,Washington,36.1767,-82.4494,1840112380
North Randall,Ohio,Cuyahoga,41.4327,-81.5291,1840003401
Gorman,North Carolina,Durham,36.0417,-78.8092,1840013363
Kirklin,Indiana,Clinton,40.1929,-86.3592,1840009432
Panacea,Florida,Wakulla,30.0282,-84.3936,1840026031
Summitville,Indiana,Madison,40.3359,-85.6436,1840010458
South Corning,New York,Steuben,42.1262,-77.0356,1840004554
Baxter Estates,New York,Nassau,40.8338,-73.6948,1840033846
Flagtown,New Jersey,Somerset,40.5232,-74.6909,1840033276
Memphis,Michigan,Macomb,42.8956,-82.7689,1840002422
Gerber,California,Tehama,40.0614,-122.1482,1840026519
Avonmore,Pennsylvania,Westmoreland,40.5272,-79.4693,1840003626
Villa Hugo II,Puerto Rico,Canóvanas,18.4,-65.8928,1630152321
Carpendale,West Virginia,Mineral,39.6278,-78.7896,1840005724
Leadington,Missouri,St. Francois,37.8343,-90.4807,1840008688
Tyrone,Oklahoma,Texas,36.9555,-101.068,1840022637
Lockwood,Missouri,Dade,37.3867,-93.9579,1840009895
Utica,Nebraska,Seward,40.8953,-97.3455,1840011843
Hustisford,Wisconsin,Dodge,43.3441,-88.6031,1840002732
Amador Pines,California,Amador,38.4896,-120.5333,1840151414
Omaha,Texas,Morris,33.182,-94.7402,1840020677
Whitewater,Kansas,Butler,37.9636,-97.146,1840010837
Sheffield,Iowa,Franklin,42.8928,-93.2086,1840000402
Goodland,Indiana,Newton,40.7637,-87.2951,1840010305
Coldspring,Texas,San Jacinto,30.5898,-95.1307,1840023267
Brushy,Oklahoma,Sequoyah,35.5578,-94.7434,1840017831
Palm Beach Shores,Florida,Palm Beach,26.7775,-80.0367,1840017268
Windsor,Illinois,Shelby,39.4389,-88.5953,1840010613
Rushville,Nebraska,Sheridan,42.7134,-102.4665,1840009069
Fairfield Beach,Ohio,Fairfield,39.9183,-82.4791,1840005561
Tioga,Texas,Grayson,33.4728,-96.9186,1840022935
Nemacolin,Pennsylvania,Greene,39.8784,-79.9294,1840005559
Lowell,Oregon,Lane,43.9208,-122.7819,1840020009
Bogata,Texas,Red River,33.4699,-95.2136,1840019316
Tornado,West Virginia,Kanawha,38.3369,-81.855,1840133782
Bassett,Virginia,Henry,36.7615,-79.9866,1840006551
Martin's Additions,Maryland,Montgomery,38.9796,-77.0693,1840031470
Bonneau Beach,South Carolina,Berkeley,33.3229,-79.99,1840025042
Yoncalla,Oregon,Douglas,43.6003,-123.2875,1840021276
Boonville,California,Mendocino,39.0115,-123.374,1840025581
Burgin,Kentucky,Mercer,37.7543,-84.7632,1840013223
Fanning Springs,Florida,Levy,29.5873,-82.9245,1840014038
Ak-Chin Village,Arizona,Pinal,33.0197,-112.0808,1840018029
Footville,Wisconsin,Rock,42.6715,-89.2084,1840002470
Indian Hills,New Mexico,Torrance,34.9832,-106.1398,1840040012
White Plains,North Carolina,Surry,36.4451,-80.6351,1840013307
Farmington,Pennsylvania,Fayette,39.81,-79.5623,1840026563
Las Ollas,Puerto Rico,Santa Isabel,18.0142,-66.4207,1630035504
Puxico,Missouri,Stoddard,36.9507,-90.1586,1840009924
Terre Hill,Pennsylvania,Lancaster,40.1592,-76.0508,1840003728
Seaman,Ohio,Adams,38.937,-83.5753,1840012772
Copperton,Utah,Salt Lake,40.5662,-112.0977,1840024252
Attica,Michigan,Lapeer,43.0313,-83.1607,1840025444
Lake Shore,Minnesota,Cass,46.504,-94.3635,1840007722
Kingston,New Jersey,Somerset,40.3838,-74.6122,1840033313
Riceville,Tennessee,McMinn,35.3895,-84.6989,1840025814
Califon,New Jersey,Hunterdon,40.7193,-74.8371,1840001038
Meadow Vale,Kentucky,Jefferson,38.2833,-85.5725,1840030803
Herald,California,Sacramento,38.2913,-121.2318,1840024626
Carson City,Michigan,Montcalm,43.1815,-84.8462,1840002876
San Pablo,New Mexico,Doña Ana,32.2507,-106.7626,1840025090
Curtisville,Pennsylvania,Allegheny,40.6497,-79.8492,1840005394
Carbonville,Utah,Carbon,39.6268,-110.8332,1840024369
Ricardo,Texas,Kleberg,27.4186,-97.8476,1840026057
Sidney,Illinois,Champaign,40.025,-88.0721,1840012237
McLeansville,North Carolina,Guilford,36.1045,-79.6554,1840013355
Farmersville,Ohio,Montgomery,39.6787,-84.4275,1840012488
Mapleton,Iowa,Monona,42.1673,-95.7909,1840009154
Eagle Lake,Wisconsin,Racine,42.7014,-88.1291,1840004480
Enderlin,North Dakota,Ransom,46.6215,-97.5956,1840000225
Ponderosa Pine,New Mexico,Bernalillo,34.972,-106.3369,1840024972
Galatia,Illinois,Saline,37.8414,-88.6148,1840012974
Spring Glen,Utah,Carbon,39.6561,-110.8461,1840024372
Mounds,Oklahoma,Creek,35.8792,-96.0678,1840022700
Eagle,Nebraska,Cass,40.8161,-96.4329,1840011811
Oakland,South Carolina,Sumter,33.9868,-80.4972,1840013671
Trezevant,Tennessee,Carroll,36.011,-88.6206,1840016183
Morrisonville,Illinois,Christian,39.4217,-89.459,1840012546
La Puebla,New Mexico,Santa Fe,35.9882,-106.0005,1840017775
Allardt,Tennessee,Fentress,36.3811,-84.8814,1840013304
Panaca,Nevada,Lincoln,37.7881,-114.4005,1840024651
Enlow,Pennsylvania,Allegheny,40.4523,-80.2317,1840026473
Orient,New York,Suffolk,41.1425,-72.2771,1840005064
De Soto,Iowa,Dallas,41.5371,-94.0103,1840007056
Waldo,Florida,Alachua,29.7925,-82.1663,1840015943
Dexter,New Mexico,Chaves,33.1954,-104.3687,1840021933
Dexter,Georgia,Laurens,32.4331,-83.0595,1840016973
Jamaica Beach,Texas,Galveston,29.1904,-94.98,1840019665
North Edwards,California,Kern,35.0474,-117.8093,1840019136
Dixon,Missouri,Pulaski,37.9953,-92.0956,1840007557
Dilworthtown,Pennsylvania,Chester,39.9032,-75.5709,1840131630
Plummer,Idaho,Benewah,47.3301,-116.8849,1840019851
Utica,Indiana,Clark,38.338,-85.6559,1840010787
Winthrop,Iowa,Buchanan,42.4708,-91.7375,1840010097
Santa Ana Pueblo,New Mexico,Sandoval,35.3495,-106.5202,1840019068
Baldwin,Michigan,Lake,43.8971,-85.8531,1840010948
Wakefield,Kansas,Clay,39.2164,-97.0187,1840010632
Tidmore Bend,Alabama,Etowah,34.0324,-85.9253,1840075168
Sandy Springs,South Carolina,Anderson,34.5974,-82.7493,1840035786
Lower Lake,California,Lake,38.9118,-122.6084,1840017547
Randolph,Nebraska,Cedar,42.3775,-97.3578,1840009092
China,Texas,Jefferson,30.0522,-94.3331,1840019611
North Tunica,Mississippi,Tunica,34.7031,-90.3797,1840013565
Folly Beach,South Carolina,Charleston,32.6692,-79.95,1840014255
Tahoma,California,Placer,39.064,-120.1434,1840026694
Port Morris,New Jersey,Morris,40.9061,-74.6845,1840081248
Dash Point,Washington,Pierce,47.313,-122.4154,1840037637
Dortches,North Carolina,Nash,36.0114,-77.8572,1840016165
Audubon Park,New Jersey,Camden,39.8969,-75.089,1840033220
Frankfort,Michigan,Benzie,44.6361,-86.2332,1840002304
Buckhead Ridge,Florida,Glades,27.1331,-80.8868,1840014195
Central City,Pennsylvania,Somerset,40.1096,-78.8043,1840003734
Boulder,Montana,Jefferson,46.2359,-112.1198,1840021176
Ridgway,Colorado,Ouray,38.1573,-107.7545,1840021512
Dawson,Texas,Navarro,31.8941,-96.7151,1840022116
Williams,Oregon,Josephine,42.2194,-123.2922,1840025489
Clinton,Washington,Island,47.9731,-122.3577,1840037632
Albany,Wisconsin,Green,42.7069,-89.4367,1840002463
Tallaboa,Puerto Rico,Peñuelas,17.9935,-66.7067,1630035586
Mountainair,New Mexico,Torrance,34.5212,-106.2392,1840022806
Pond Creek,Oklahoma,Grant,36.6679,-97.8024,1840020343
Vardaman,Mississippi,Calhoun,33.8822,-89.1778,1840016744
Buhl,Minnesota,St. Louis,47.4994,-92.7691,1840006587
Greene,Rhode Island,Kent,41.6988,-71.7339,1840026257
Oxford,Kansas,Sumner,37.2741,-97.1696,1840009900
Churchill,Montana,Gallatin,45.75,-111.3102,1840026102
Stockton,Utah,Tooele,40.4496,-112.3672,1840022394
Wink,Texas,Winkler,31.7545,-103.1541,1840022128
Somerset,Maryland,Montgomery,38.9666,-77.0963,1840005859
Upton,Wyoming,Weston,44.1039,-104.6362,1840022351
Telford,Tennessee,Washington,36.2534,-82.5478,1840025772
Cookson,Oklahoma,Cherokee,35.7155,-94.9199,1840096677
Millers Falls,Massachusetts,Franklin,42.5792,-72.4925,1840003122
Flemington,Georgia,Liberty,31.8507,-81.5603,1840013847
Beale AFB,California,Yuba,39.1095,-121.3543,1840073898
Campbellsburg,Kentucky,Henry,38.522,-85.2195,1840013188
Tilden,Nebraska,Madison,42.0435,-97.8318,1840003224
Ventress,Louisiana,Pointe Coupee,30.6825,-91.4248,1840025990
Powell,Alabama,DeKalb,34.5326,-85.8975,1840017914
Pughtown,Pennsylvania,Chester,40.1699,-75.6599,1840100917
Anacoco,Louisiana,Vernon,31.2545,-93.344,1840018185
Concord,Michigan,Jackson,42.1762,-84.6456,1840011197
Santee,South Carolina,Orangeburg,33.4801,-80.4852,1840018008
Grand Meadow,Minnesota,Mower,43.7062,-92.5701,1840007935
Volcano Golf Course,Hawaii,Hawaii,19.4424,-155.2789,1840152939
Bethany,West Virginia,Brooke,40.2053,-80.5629,1840005479
Twinsburg Heights,Ohio,Summit,41.3064,-81.4579,1840034398
Dresser,Wisconsin,Polk,45.3616,-92.6344,1840002054
Upper Exeter,Pennsylvania,Luzerne,41.407,-75.8503,1840035320
Fairview,Montana,Richland,47.852,-104.051,1840021086
McElhattan,Pennsylvania,Clinton,41.1543,-77.3522,1840026320
Danville,Iowa,Des Moines,40.8599,-91.3145,1840007165
Hayneville,Alabama,Lowndes,32.1822,-86.5787,1840003774
Groveland,Idaho,Bingham,43.2235,-112.3755,1840024023
Grant City,Missouri,Worth,40.4858,-94.4135,1840010424
Otterbein,Indiana,Tippecanoe,40.4886,-87.0872,1840009404
North Branch,Michigan,Lapeer,43.2286,-83.192,1840011002
Waelder,Texas,Gonzales,29.6943,-97.2972,1840022219
Philipsburg,Montana,Granite,46.3324,-113.296,1840022320
Webster,Florida,Sumter,28.6114,-82.0493,1840015955
Mackinac Island,Michigan,Mackinac,45.8593,-84.6253,1840003939
Fifth Ward,Louisiana,Avoyelles,31.1207,-92.1584,1840025977
Blue Mound,Illinois,Macon,39.7004,-89.1185,1840012425
Hooper,Nebraska,Dodge,41.6116,-96.5487,1840007087
Emory,Virginia,Washington,36.78,-81.828,1840024856
Smithers,West Virginia,Fayette,38.1685,-81.2991,1840006298
Winfield,Iowa,Henry,41.1259,-91.4381,1840010315
Miranda,Puerto Rico,Vega Baja,18.3869,-66.3789,1630035521
Fordoche,Louisiana,Pointe Coupee,30.594,-91.6179,1840017146
Horatio,Arkansas,Sevier,33.941,-94.3554,1840014736
Brookfield,New Jersey,Warren,40.8163,-75.0645,1840033464
Cochranton,Pennsylvania,Crawford,41.5191,-80.047,1840000553
Sultana,California,Tulare,36.5455,-119.3379,1840024881
Apple Creek,Ohio,Wayne,40.7486,-81.8333,1840010349
Faison,North Carolina,Duplin,35.1164,-78.136,1840016468
Lake Park,Georgia,Lowndes,30.6851,-83.1873,1840015000
White Oak,Mississippi,Tunica,34.6438,-90.3495,1840025842
Monongah,West Virginia,Marion,39.4598,-80.2185,1840005736
Kittredge,Colorado,Jefferson,39.6593,-105.3045,1840017541
McNary,Arizona,Apache,34.0923,-109.8541,1840018996
Lemont Furnace,Pennsylvania,Fayette,39.9103,-79.6628,1840026570
New Bedford,Pennsylvania,Lawrence,41.0955,-80.4953,1840026379
Black Diamond,Florida,Citrus,28.9067,-82.4946,1840028973
Lake Waynoka,Ohio,Brown,38.9401,-83.7786,1840043000
Waterloo,Nebraska,Douglas,41.2856,-96.285,1840011670
Galena,Ohio,Delaware,40.2201,-82.8842,1840012202
Slaughter,Louisiana,East Feliciana,30.7219,-91.1393,1840018213
North Pearsall,Texas,Frio,28.9216,-99.095,1840019686
Baudette,Minnesota,Lake of the Woods,48.7119,-94.5924,1840007673
Wayne City,Illinois,Wayne,38.3481,-88.5895,1840012888
Chester Gap,Virginia,Rappahannock,38.8534,-78.1325,1840026718
Bude,Mississippi,Franklin,31.463,-90.8509,1840015862
Bolivar,Ohio,Tuscarawas,40.6539,-81.455,1840012086
Camp Wood,Texas,Real,29.6691,-100.0108,1840019627
Wayne,Ohio,Wood,41.301,-83.4717,1840011564
Lorenzo,Texas,Crosby,33.6703,-101.5361,1840020602
Wainaku,Hawaii,Hawaii,19.7449,-155.0984,1840029560
Pocono Springs,Pennsylvania,Wayne,41.2798,-75.4016,1840035392
South Wallins,Kentucky,Harlan,36.8152,-83.4044,1840013278
Lake Andes,South Dakota,Charles Mix,43.156,-98.5361,1840002852
East Sparta,Ohio,Stark,40.6635,-81.3643,1840011914
Yoe,Pennsylvania,York,39.9096,-76.6365,1840001471
Hewlett Harbor,New York,Nassau,40.6327,-73.6843,1840005295
Cotter,Arkansas,Baxter,36.2819,-92.5212,1840014451
McAdenville,North Carolina,Gaston,35.2652,-81.0805,1840016394
Coyne Center,Illinois,Rock Island,41.4006,-90.5627,1840004812
Pierce,Colorado,Weld,40.6411,-104.7701,1840022399
Kidron,Ohio,Wayne,40.744,-81.7467,1840024247
Mission,Oregon,Umatilla,45.6586,-118.6655,1840018534
Benjamin,Utah,Utah,40.0968,-111.729,1840017503
Dexter,Oregon,Lane,43.9188,-122.822,1840034681
Highland,Maryland,Howard,39.1814,-76.957,1840024481
Piedmont,South Dakota,Meade,44.2136,-103.3717,1840022340
West Cape May,New Jersey,Cape May,38.9423,-74.9378,1840001600
Beach,North Dakota,Golden Valley,46.9189,-104.0055,1840001916
Kittery Point,Maine,York,43.0883,-70.6988,1840002669
Brownsville,Kentucky,Edmonson,37.1952,-86.2691,1840013255
St. Paul,Texas,Collin,33.0437,-96.5504,1840022020
LaBarque Creek,Missouri,Jefferson,38.4162,-90.6777,1840039631
Nicollet,Minnesota,Nicollet,44.2746,-94.1881,1840007895
Guernsey,Wyoming,Platte,42.2656,-104.743,1840021307
Wabasso,Florida,Indian River,27.7486,-80.4421,1840014162
Bray,Oklahoma,Stephens,34.616,-97.8207,1840021886
Wyanet,Illinois,Bureau,41.361,-89.5828,1840011580
Amherst,Wisconsin,Portage,44.4475,-89.2832,1840002324
Hauser,Idaho,Kootenai,47.7667,-117.0133,1840019807
Lawton,Iowa,Woodbury,42.477,-96.1851,1840008066
Riverside,Idaho,Bingham,43.1965,-112.4356,1840024025
Bayside Gardens,Oregon,Tillamook,45.7143,-123.9165,1840034711
Gore,Oklahoma,Sequoyah,35.5418,-95.1129,1840021752
Weleetka,Oklahoma,Okfuskee,35.3401,-96.136,1840022744
Cool Valley,Missouri,St. Louis,38.7251,-90.3058,1840007440
Alliance,North Carolina,Pamlico,35.1434,-76.8084,1840015468
Yermo,California,San Bernardino,34.9073,-116.8235,1840028053
Redwater,Texas,Bowie,33.3585,-94.2551,1840023192
Stonewall,Mississippi,Clarke,32.1364,-88.7958,1840017033
Garden Plain,Kansas,Sedgwick,37.6627,-97.6793,1840008704
Maysville,Missouri,DeKalb,39.8859,-94.3634,1840008405
Port Byron,New York,Cayuga,43.0366,-76.6263,1840004241
Essex,Illinois,Kankakee,41.1819,-88.1926,1840011699
Sunrise Beach Village,Texas,Llano,30.5862,-98.4187,1840022164
North Webster,Indiana,Kosciusko,41.3239,-85.6979,1840009308
Long Grove,Iowa,Scott,41.6923,-90.5803,1840009234
Fort Davis,Texas,Jeff Davis,30.5789,-103.8946,1840018199
Forrest,Illinois,Livingston,40.7511,-88.4096,1840011786
McGaheysville,Virginia,Rockingham,38.3724,-78.7327,1840116639
Thomasboro,Illinois,Champaign,40.2438,-88.1876,1840012238
Woodville,Alabama,Jackson,34.6256,-86.2792,1840016527
Stromsburg,Nebraska,Polk,41.1159,-97.5912,1840009311
Mountain City,Georgia,Rabun,34.9196,-83.3854,1840016507
Chadwicks,New York,Oneida,43.0291,-75.271,1840024027
Deerfield,Michigan,Lenawee,41.8901,-83.779,1840011373
Altamont,Tennessee,Grundy,35.4325,-85.7433,1840015431
Mesa del Caballo,Arizona,Gila,34.286,-111.2952,1840027967
Rochelle,Georgia,Wilcox,31.9488,-83.4569,1840014928
Algonquin,Maryland,Dorchester,38.5843,-76.0965,1840031443
Tickfaw,Louisiana,Tangipahoa,30.5769,-90.4871,1840018210
Chase,Pennsylvania,Luzerne,41.2801,-75.9649,1840034897
Ouray,Colorado,Ouray,38.0276,-107.6734,1840020258
Gratton,Virginia,Tazewell,37.1351,-81.4212,1840026868
Derma,Mississippi,Calhoun,33.8589,-89.2878,1840016743
Mertzon,Texas,Irion,31.262,-100.8208,1840020837
Falls Creek,Pennsylvania,Jefferson,41.1421,-78.8067,1840000780
Laurie,Missouri,Morgan,38.208,-92.8253,1840012865
Converse,Indiana,Miami,40.5769,-85.8803,1840009365
Prices Fork,Virginia,Montgomery,37.207,-80.4852,1840024791
Mount Hope,West Virginia,Fayette,37.8976,-81.1737,1840006296
Red Cloud,Nebraska,Webster,40.0864,-98.5222,1840009445
Schleswig,Iowa,Crawford,42.1612,-95.4352,1840009166
Franklin Grove,Illinois,Lee,41.8408,-89.3005,1840011430
Diamond,Missouri,Newton,36.9969,-94.3152,1840009928
Poipu,Hawaii,Kauai,21.8834,-159.46,1840029543
Palouse,Washington,Whitman,46.9104,-117.0751,1840019863
Barnsdall,Oklahoma,Osage,36.5595,-96.1383,1840018975
Rio,Wisconsin,Columbia,43.4497,-89.2388,1840002714
Douglas,Alabama,Marshall,34.1705,-86.3224,1840016619
Chisholm,Maine,Franklin,44.4916,-70.1923,1840002061
Town Creek,Alabama,Lawrence,34.6718,-87.4063,1840016591
Westminster,Texas,Collin,33.3649,-96.4598,1840025881
Flint Hill,Missouri,St. Charles,38.8627,-90.8724,1840008568
Spearville,Kansas,Ford,37.8481,-99.7548,1840009868
Harrisville,Pennsylvania,Butler,41.1365,-80.0105,1840000867
New Market,Alabama,Madison,34.8892,-86.4226,1840013548
White Hall,West Virginia,Marion,39.424,-80.1889,1840005738
Roosevelt,New Jersey,Monmouth,40.2212,-74.473,1840001359
Bloomville,Ohio,Seneca,41.0514,-83.0137,1840011719
Concord,Virginia,Campbell,37.3426,-78.9862,1840026857
Emmonak,Alaska,Kusilvak,62.7762,-164.5157,1840023323
South Pekin,Illinois,Tazewell,40.4955,-89.6524,1840011993
Maben,Mississippi,Oktibbeha,33.5544,-89.0805,1840016843
Funny River,Alaska,Kenai Peninsula,60.4876,-150.7812,1840023653
